Sentiment,Text
1,@Ashlee2326 wow thank you! i'm so glad you like it
1,@ashlee42 I'll be there soon dear. Can't wait to see you!
1,@ashleeadams You'll be fine You'll be fine You'll be fine You'll be fine Have a nice flight
1,@ashleebabe12 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip
0,@ashleechiz @RosieChad no stage love for wendy and peter
1,"@AshleeDA. Omg, the &quot;sexy&quot; comment made me laugh out loud! Hysterical! And also, in a strange way, it was a compliment. "
0,@Ashleeey25 that's probably people who don't smoke often. I didn't eat one time and it made me feel like shit. It was green apple too.
0,@ashleeflakes what's wrong
0,"@ashleeflakes yeah, she's in trouble! "
0,@AshleeFord I don't want u back
0,@ashleegaston ASH MY DEAR! COME ONLINE NOW!!!!! I'm beyond caring about my exam and should sleep but.. BLAH!
1,"@ashleegaston hey, good luck with everything, welcome to the game "
1,@ashleegaston If you want to see someones comments you can just follow them
1,"@AspaPhoto I am the same... well peer trained, peer taught, peer learning "
1,"@Asparay Banish that self-doubt! I've seen what you can do, and I KNOW you're destined for great things! "
0,@aspekt we missed you now u just have the pics of that pary left... =P
1,@AspenDew Many thanks
0,"@AspenSpin not sure if we had a chance to meet but glad you're liking my tweets! mich st. had a good run, i was rooting 4 you against unc "
1,"@asphaltcowgrrl LOLLOL--up, my sistah. wyrd up "
1,@asphaltcowgrrl yeah. nuts is good
1,"@asphaltOnline Haha, I work in mysterious ways!! "
1,@asphotos cool I didn't realise that you were until now
0,@asphotos Yeah I had to pay penalty interest trying to get bank to reimburse me
0,@Asphyxiah I am Twitter specifically
0,@aspieteach Awww. Poor lil' pup!
1,@aspieteach I agree. Very frustrated watching on the sidelines of this situation. Wanted to make sure I was thinking right.
0,@aspieteach Sounds like you're having a bad day. I hope it improves.
0,@Aspir3 I did like mad times ima slap you...I had dis b4 u now urs work betta den mine lol
1,@aspiringcouture No - but I thought you might like some fab accessories to go with your fab clothing
1,@aspiringcouture thanks!!!!
1,@aspiringhobo I KNOW!!! Isn't that awesome?! PS I assume you'll be at Pride on Sun?
0,"@aspiromusic Huff, for sen "
0,@aspo1 gonna go grab something myself (food that is) and get dressed. Think I'll put oil on...cold Chat when ur back ;)
0,@aspo1 my bf is not the sensual type
0,@aspo1 now I'm disappointed
1,"@aspo1 Sounds like an excellent plan ... remember, gotta be Warburtons (not doughy) and HUGE amounts of nutella Enjoy boys!"
0,@aspo1 take it ur on the nightshift. What u do exactly? Oh no!!!! I hear birds!!! I'm hungry. This is why we should be asleep!!
1,"@aspo1 Up early hun ... had an early night last nite, too knackered...so how's u today?! x"
1,"@aspo1 wotcha mate, hope you are well? nice breeze here and not too humid yet so hopefully no storm today "
1,"@aspo1 You're right, I'm wrapped around her finger. "
0,"@asrai99 :[ oh, no. i'm sorry dollface. hopefully it will get better as your day goes on? &lt;3"
1,@ASRisJON LOL I don't know. I was going to wait for you to tell me looks pretty good not sure if it will replace tweetie though!
0,@asronline haha. Used tho...
1,"@asruiz Yup LItitz Pk / Kelly Wimer does my hair, apparently she's been there for many many years. I may have seen your SIL tonight "
0,"@assalita Sadly, very true, too. "
1,"@Assante, @Cztron, &amp; @Ahmier are the newest members of @DanityKane - Watch us outsell Ciara, Keri, &amp; Lil Mama by ourselves."
1,@Assassin10k Nice twitlight. I'm gonna watch your gamer hut video later.
0,"@Assassin10k ouch! why u gotta call me out like that, was lastnight not good for u too? "
0,@assassinRei Oh noooooooooo!!!! I missed it!??!?! I am sad. Bekah and I wanted to bring over cat wine and help you birth.
1,@assataSAYS luv the icon pic !!!
0,@assataSAYS someone had a good time last night. no invites lol
1,@ambienteer so far so good....let's hope the afternoon bids well too
1,@ambienteer will do and going to the pub for lunch with the guys too
0,"@ambiguousaccent oh whatever shit it is, I hope it will pass quickly. I'll be waiting for your result in getting me a Followill."
0,"@AmbitiousEnergy Yeah, John Fitch and Matt Hughes both have my number at welterwieght, GSP I demolish, but Fitch? He just sits on me "
0,"@ambivalentmonk Just hold on, things'll get better - they always do, somehow. Hard to put &quot;comforting sympathy&quot; in tweet, but it's there."
1,@amblass I always thought the same thing...I have emails in my Gmail inbox from 4+ years ago and it's still the easiest to search
0,"@amblyon yes we are, but this will be the last weekend for us. "
1,@AmblyopiaKids I'm sure it's not easy for you or her so I am wishing you both all the best on the patching &amp; Disney.
0,"@ambranykol They seem to not care either. I stay going in to get a new cord, just on my 3rd for this particular machine "
1,@ambrella Hell yeah! And it was nice seeing you in the Humanities office today
1,@ambrock Whew
0,@AmbroseChick yeah they got qualifyin in. This whole race is tape delayed
0,@Ambrosechong I want a ticket to watch @taylorswift13 's Fearless tour Haha ok i guess i'm no genie =P
1,@ambrosechong You're welcome
0,"@ambrosechong, yeah still. they should install everything yg important wah!huhuh"
1,@ambroset Brats to throw on the grill? What...are the children misbehaving *that* badly?
1,@ambroshia22 It was awesome seeing you today!
1,@ambruce BRUCE! i'm so happy you tweet. how are you?
0,@ambrzpl8 completly shattrd on d floo
0,@ambulanceartist no i tried it yesterday lol
0,@ambulur. Seriously. It is grass. Or the cow.
0,@Amburrlorain I'm having writers block and it's only half done.
0,"@AMBuzzz I can never call in because I'm either at work, or in the car "
1,@ambyrle my name is London on there
1,"@amcdonough88 Did he use extremely cute cartoon dinosaurs to illustrate his point? He should have, i hear it works. "
1,"@AMCEricaKane Thanks!!!! Of course, I'll NEVER be as thin as you Miss Lucci "
0,@AMCFARR But it's pissing down in Manchester!
1,"@amcgb ...thx, a company called Vorsite downtown "
1,@amcgb TWITTER oddly enough! Iwon't be naming and shaming! cock like a canaries clit! I'm not always vile sorry!
0,"@amck Erm, I was referring to the cookies with my previous tweet. Sometimes I have the worst timing. "
1,@amcmoore I've seen so many neat ones in my research this evening; I can't wait to get started. Toddler's bday in 4 weeks!
1,@AMCnews please tell @gabesunday Amy says Hi!
1,@amcourtneyeman kirk is hotter than spock
1,@AmCrack nope. But throw your own fabulous party instead.
0,@amcunningham that is a bummer sayin' its so new
0,@amdreier I have no idea what you're talking about (?) I'm sorry . . .
1,@amds007 nope on Blackberry... out of business world &amp; living simple life
1,@amdvaughan check your inbox on FB in bout an hour.
0,@assataSAYS that's real good. lol
0,@assbach We think your link is spam Das denkste also von mir pfff
1,@assbach yeah ... jump around http://post.ly/hOt
1,@assenavdew Sweet dreams
1,@AsshleyLove well Rick Springfield is the Fast Times sound track Jessies Girl
1,"@assiazar what show is it? (sorry if I'm supposed to know, I'm kind of clueless in that area "
0,"@assilembob I was just thinking, i could just buy it. Although that is £30 I don't really have, thanks to Placebo "
0,"@AsslyLynn I went from LOVING to fly, to now getting MAJOR anxiety! I hope this doesn't lead to a phobia... I love traveling too much "
1,@assonfire Ewww! Just Ewww! I don't want to know about Carradine being that kind of happy. EWWW! Now Michael Hutchence...
0,"@AssuredGrave NO. I have to work @6 so there's no point. Plus. we're having party times. but i'm being antisocial, just sitting on msn."
0,"@assyl ooh it's so pretty! hawaii shopping has definitely stepped up recently, and your sales tax isn't 9.5% like it is in SF "
0,"@astaldoia I'd say the same about women but pets cannot cook, do the laudry and mop the floor. "
1,@astaldoia who are you having dinner with?
1,@astannard why limit your story to 140 ch. Tell all what is #annoying you at www.iamsoannoyed.com
0,@AstarteManeo Hope people have not incorrectly assumed you are commenting negatively on their 'omnivorousity' by your 'decision'
0,@asteinhoff I really want to but no one is able to take me bummer We gotta chill this week!
0,"@astera would've loved 2 join, but I'll be locked away all day w/cg-institute ppl @ yearly &quot;klausur&quot; meeting. might join l8 4 drinks tho?"
1,@asteris I know but whoever wrote the title prob. thought it sounded more impressive and they were right.
1,@asteris Αστέ\CF?η και γω το ίδιο έκανα..both swim and vote! #eu09 #eu09gr
1,@AsteroanRed what that i cant said from my country its beautiful !! i lov mex
0,@AsteroanRed im sorry but i cant understand ur last message
1,@AsteroidBelt i love conan. so hilarious.
0,@astewart_1990 nope I'm unemployable :|
0,"@AstheniaRocks Fackin' pets. come see me?!?!?! owh. I'm coming off lines nau, lubba chubba you.xxxxxxxxx"
0,"@AstheniaRocks Yeah, it's all over the place. An no, nothing of any help. I just want to work really hard and make some money.."
0,@AstheniaRocks...for Karen Kings birthday. stupid birthdays..xx
0,@asthestarsfell me tooo. But i'm gonna try and sleep. G'night
1,"@asthestarsfell Ah, that is the beauty of Twitter. "
0,"@astiann haha thank you! and sorry for never replying to any of your previous tweets, for some reason i've never seen them before! "
1,"@astivee hellooo nice to know you im fine thanks,you?"
0,@astoldbyjillian no one believed me at my dance competition today that i did a handstand
0,@astoldbykate I MISS YOU.
1,@astonesthrow here is mine - adding yours now http://bit.ly/14rVft
1,@AstonishingSod ad reviews please?!
0,@astonwest Good to see you and @clhunter68 tonight! Hope her headache goes away soon and good luck with the reading @meadscorner tomorrow
0,"@astonwest That sounds awful! I've taken to using a USB key, two hard drives, and a NAS drive. Still, the edits failed before backups. "
1,@astorrs awwww come on ..... its PG13 heh Yea I'm so stoked...kinda sucks because it falls right on my gf bday hahah...shes like greattt
0,@astorrs I wish I was going to VMworld
1,@astott Word up yo! Hope it works for ya!
0,"@Astouu lol, nope. Im currently unemployed I feel you about needing that money though!!!!!!!!!"
1,@astradaemon try typing in Millionaire Wanted....I wanna see what happens
0,@astral_abby really? i want to read the email haha! i always thought of him as BCH=etel
0,@astrawn102 me toooooo. i miss swiss land!
1,@AStreett Thank you! I'm trying
0,@astrejlau Oh no!! Are you okay? Getting rear-ended is the worst
0,@astridallstar &quot;het huis met de grote vijver&quot; XD But yaay I'm there. Aww you didn't invite the roemenen
1,"@astridaml Definitely. We also should ask other @jtug members to join. Thanks for the lesson, I'll start tomorrow! "
0,@astridaml still care to sip a cup of coffee?? doktor nge-ban coffee hiks!
1,@astridcallista i'll be seeing Gel play in Singapore this coming week! wish you are here! i'll let u know when i book my tickets ya. xo
0,@astridcallista sorry to hear about your grannie ya astrid
0,@astridcallista They're out
0,@astridfeliciano Not really. It just proves that I'm bored 90% of the time. Hahaha!
0,@astridfeliciano Yeah dude! I have so many bites now. :| We're not classmates! But you're with camille &amp; dang.
1,@astriiastri yess hang out
1,@Astro_127 Good Luck to all of you!
1,@Astro_Mike ... twitpic from space should be an interesting thing for us
1,@Astro_Mike are you going to fly over Washington State on your re-entry? I have a telescope
1,@Astro_Mike Awesome That would be the most fantastic thing to be able to do
1,@Astro_Mike Did they not know that you were back yet?
1,@Astro_Mike Heard you were working especially hard with some uncooperative items Glad that everything's going well. Stay safe. Proud of u
1,@Astro_Mike hey man! can you send a pic to us ?
1,@Astro_Mike how awesome! Too bad We cant go there yet for vacation!
1,@astrobiased now THAT is outta control. even for you.
0,"@astroboy Don't say that! The only thing worse than a dreary day is a beautiful, sunny day that you have to miss out on... "
0,"@astroboy Oh right I use an American ISP, wonder if I'll be able to try it using my wifi connection..?"
1,@AstroBoyCLASSIC lol alrighht. That's a good idea yoo
1,@astroboyisgay alam ko na ang title. &quot;You Shamed Me&quot;
0,@astroboyisgay inggit ako Ive never won! Ive never joined kasi! Wala naman akong CP kaya I cant text eh! (
0,"@astroboyisgay wah, notes yung limitaw eh "
1,"@AstrocastTV Yes, I should. And plan to! "
1,@astroengine I haven't decided. i have phone calls to make 2mr. sorta pissed right now about that lol blip powering me on!
1,"@astroengine If you'll have the opportunity to see the rerun, don't miss it! Barca played like...Playstation 4! "
0,@amee_grobler nah i havent seen the hangover it feels like i'm working all time but i'm still skint
0,@ameeface
0,@ameeface What's wrong with her?
0,"@ameeface Oh God, definately an actual club, based in the library, and everybody has to wear shirts. I need a life outside Sunset Valley "
0,"@ameeface Well, if you do, you might eventually have to refer to http://civanon.org/. Good luck and God speed, brave one "
1,@ameeface Yay! Take My Hand needs updating like NOW
0,@ameera_bh oh how about a classic game of super mario bros 2? U can find flash versions !
1,@ameera_bh thanks u too hope u enjoy ur day
1,@ameera_bh yalla inshalla the days go quicker for u so that u can get your fridays back
1,@ameir thanks love you can support nc state since youre an alum and abbu taught there. but not duke. i'll stop cooking for you.
1,@ameler I got an A+ in my Ebonics Class.
0,"@AMelhuish Hello there, Well right now, i am hanging after a night in Gford How you doing?? x"
0,@Amelia_Grace at least you get to go with them though right? you'll have fun in europe...i'll miss you though
0,@Amelia_Grace awww yeah i know i heard that she's gorgeous!!
1,@Amelia_Grace you're making me more hungry by the minute yum they are good
1,"@amelia_heinle It was really lame! I wrote &quot;PLEASE do DWTS, I would love it so much. Especially if you got paired with Maks!&quot; Hahahaha."
1,"@amelia888 you're 'excited' and your not on a trampoline? enjoying tweeting? another chance to fail bassett tommorrow, result! ;) x"
1,@ameliaarsenic I was hoping that would happen! Hurray
0,@AmeliaBt It sure is..
1,"@ameliabu haha, my bad! I'm still gonna picture you running around the ice rink. "
1,"@AmeliaCAye Posers are just a waste of life, you gotta ignore them. You know you're real and that's all that matters. "
0,@AmeliaCostello I wish we still had one more year at Taft
1,@AmeliaDarko yeah...like cuddles with me and maybe a movie. i wanna watch American Pie: Beta House tonight
0,@ameliafell I started eating yesterday... and thats just been soup.
1,@ameliafell It definitely does.
1,@AmeliaG something I made for fun featuring someone you know http://bit.ly/11ASlK
1,@ameliagermain Make sure you guys go to Williamsburg Take the L into Brooklyn - First stop (Bedford)
1,"@ameliaghostie good, even better now that your stalking me what about you boo"
1,@AmeliaLewe @LeeLotus I Love you both so much ♥ great days ♥ ....yeah rollercoaster
0,@amelialucy my chocolate chip muffins are not contaminated (
0,@ameliamay why is the fake beach closed
0,@ameliamoe but my face hurts!
0,"@ameliasargent I can't do friday, I won't be in town until late afternoon evening. I hope you're not working saturday. "
1,@ameliasm yep...on to game 3...we will win without having to cheat.
0,@ameliasprout Thanks- Hope M doesn't really have the flu! Hope she feels better soon and that you all don't get it...
0,"@ameliavillani hmm cullens to be a little bit happier! srsly, everyone's so emo all the time it's like, dude put a smile on your dial!"
1,@Astrogirl426 Giggle! I might be getting fun again. Which Twitter hasn't seen. Be warned.
1,@Astrogirl426 Yeah. That I RAWK is a serious part of my ID. PHONING IT IN at concerts? Not my bag. Looks like that era might be ending.
1,"@AstroglideBrand agreed, we just like using a lot if a few drops of lube= lots of fun, lots of lube= seriously fun times. go astroglide!"
1,@AstroglideBrand now that is funny shit! tho i do have to say.. astroglide does kick KY's ass...
1,@AstroHealer thank you! I will use this link in my research
0,"@Astroknots Awe, what's wrong? "
1,"@Astroknots Hey you, what's your current address? Just send me a direct message or check your email box. "
1,@astrologerthe Good morning
0,@Astronautics I'm really sorry that the trolls and spammers are getting in the way of your job. Hope you find a way around it.
1,"@astronomyrocks I'm being facetious, sorry "
1,@astronomyrocks the part of ur interior looks so cosy and the guitar fits well thx for sharing
1,@astronot1945 yaeah i heard the news..just check the website..mau sihh..tapi kudu nabung btw kmrn ikut video:wrk surabaya
0,@astropixie I used to get tonsilitis loads as a kid - not nice
1,@Astroranger thanks for the rr
1,"@astrowebgirl changed to green on MSN also, and I'll do it where ever I'm visible on the internet. "
1,@astrowebgirl Yeah really! I was having a fit! Are you going to try the beer with those slugs?
1,@astrowebgirl You can check out my design exercise set on Flickr: http://is.gd/Klx8 I My design exercise rules are spelled out there.
1,@astruc that's a question you need to ask yourself
1,"@astruman I shall revisit the idea with her. Being the breadwinner, it's her job that matters most anyway... "
0,@astrup Found that out the hard way. After going up &amp; down the mtn 3 times &amp; storms &amp; truck crash traffic &amp; Twitter being down I gave up
0,@astrylnaut me too why can't school just end alrdy?
1,@astrylnaut yeah talking to you was too boring
1,@asturdy your astrid! thats why
0,@asturking ains que envidia
1,@astuteslytherin i want one so i can play rockband
0,"@astuteslytherin sadly, I'm leaving for Florida on the 20th! After that. I insist."
1,@asty_ananta find some cemilan n then back to your twitter. That'd help
0,@astyles101 awww I'm goin tomm u tried it
0,@astyles101 hey I'm loving it man ... no cable yet tho .. gotta wait until next week ..... how r u?
1,"@astynes *mwah* True about Twlt, it's one of the most amazing things in my life, &amp; yes it brought us together as friends. Love it! "
0,@astynes ai now why does he say that?
0,@astynes I enjoyed reading it from Edward's point of view. Pity it got leaked before she could finish it.
1,@astynes I'll send u more. Who else r u reading thats interesting?
1,"@astynes Oh man, I think I'm becoming Switzerland. lol! I did my hair Bella-style this morning. Like in the cafetaria scene with Edward. "
0,@astynes Oi... what happened?
1,"@astynes Pfft! Definately jealous coz of Rob's hotness. lol! But he likes the movie, bet its grown on him. hehe he sounds too cute man."
0,@AmelieBC hello! how are you? did you get to the hammock? the sun has left this place and it looks like rain
0,"@AmelieBC Yeah, I totally understand. I got chased back in earlier when I was trying to lay out in the sun. It sucks "
1,@ameliefarmer I should expect so
1,@AmelieLovesNYC YES IT WORKS !! I love twitter and I love youu connect on FB !
0,@ameliesoleil boo.... edd is always away. its sad
1,@ameliorator How's life treating you?
0,"@amellarrieux will be in charlotte, nc June 13th.... I'm sad I can't go. "
1,@Amelle_berrabah check my background Lookin good! :p
1,"@amelle_berrabah http://twitpic.com/7h5aq - woahhhhhh. your figure = wow. i'll swap, haa "
1,@amelliathebeast nawwww thankyouu
1,@amen_ra Indeed! @pai_mei has certainly outdone himself today
0,@amenisaytoyou i miss hk too
0,@ameonna10 oh my chocolate!! he shall replace my precious chocolate.
1,@AmericanaBrand haha thanks!
0,@americanadian that sucks!! I'm so sorry to hear that
1,@americandream09 So kind of you!
1,@americanidolluv so where do u live?
1,"@AmericanMensa oh cool, thanks for the update "
1,@americanmum I can't wait to see your @iheartfaces entry. Yours are always favs of mine!
0,@americannamor Oh noes
0,@americanpi314 ahaha I was kinda wondering about that. I was like and I'm gooood. How about you?
1,@americanpro Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip
1,@AmericanTweets @StefanW your welcome
1,@AmericanTweets good morning..wrecking havoc already?
1,"@AmericanWomannn My pleasure, Sarah! "
1,@AmericanWomannn @TamaraSchilling sent ya both a DM that might interest you. Lol. U both crack me up! Thx for the laughs!
1,@AmericanWomannn anytime Sarah! That was fun
1,@AmericanWomannn hey how the heck are you?
1,@AmericanWomannn I must've missed all the action...that's what I get for going to bed early at midnight
1,@AmericanWomannn I'm all dressed up n' no place to go
1,@AmericanWomannn Oh that sounds great bet you look forward to having them with you
1,"@AmericanWomannn ROTF! 1 thing fer sure, music 2day is a whole other breed of KittyCat! MEOW!!!! "
1,@AmericanWomannn What's your fav Broadway Musical song?
1,@AmericanYard @imanwilliams Good Morning to y'all!
1,@americnxidiot I figured this crew would appreciate it
0,@americnxidiot ugh that sucks bb
0,@AmeriKanPsyKo when did yall go to Ihop I'm super sad now!
1,@AmeriKeith remember MSM is now called SRM (State Run Media) #tcot #gop #rnc
0,@amerinoid still so much farther than tomorrow i miss Ned and Chuck.
1,@amerj thanks
1,@amerrera Hey America is this really you?? OMG! if this is you just wna say I love you so much! You're so wonderful! big fan.
1,"@amersocc i remember when Lalas was a player and we'd yell &quot;lalas is a wanker, lalas is a wanker&quot; - he still is "
1,@ames007 Ha! That's an awesome picture on that cake! Superstar!
0,@astynes Shame poor girl.
1,@Asuhail Of course. And accept the reality that one day we'll be just like 'em. :-P AAAA!! Hahaha.
1,@AsukaBlossoms LMAO. Thanks.
0,@asukanohibi Yeah but it's only 3 eps and it's just going to make me sad I've got my ears perked for news of Better Off Ted
0,@asundaysmile5 Oh no!!!! I'm sorry boo!! That's awful
1,@AsunUnique Apple has done some impressive things for my almost 2 year old macbook. Except when I poured coffee into the keyboard.
0,@AsuraRaver id like to but i dont think it would be a good idea
1,@asuzachan I'll send you a link to it when I'm done. You know the song.
0,@asw909 Thinking about it its unlikely - one of us is in a wheelchair
0,"@aswas yes there is a tool that you enter ur name and the person's name, but I can't find it on my delicious! will let u know if I do"
1,@AsWeLike Claim your free Patriothit.com pro account - Tweet me with your username after signing up
1,@aswinanand and what does it do ?
1,@aswinmathur Cool! You got a Twitter
1,"@aswinms hehe office at UB City. Opposite us is the St. Joseph's School grounds. Kids play, in whites et al. I use it as therapy "
0,@AsyaMonet OMG im sorry i hope everyones ok
1,@asyeasyeasye haloo too how are you?
0,"@asyeasyeasye oh it was good, but I'm really tired I need some rest hehe and I have to work tomorrow "
0,@Asyet3 isn't it sad? i can't go to my outdoor concert now
1,"@AsylumPhoto Just re-read your tweet. Yes, I'm free all day "
1,@asynadak Happy to meet you!
0,@asynadak @sugarenia excepet also who was painting the kichen!
0,@asynja MMM - BTW I was just talking to you &amp; you were gone. 2.95%
1,@aszabo1 A Day To Rememberrrrrrrrrrrrrrrrrrrrr ! &lt;3
0,"@aszeg twitter didn't show me you replied you catch a glimpse of him when they show the entire table! and yes, you are loud hahah"
0,@aszeg you don't know that!
0,"@at_ease yeah some serious repression going on, i think. kinda sweet but really sad "
1,@at_karina @difadelia somehow I love the assumption about his tweet. Hehe... Let's keep assuming that way.
1,@at100747 Thank you very much I appreciate it
0,@at3k dude when you called me I was going home! I couldn't go that hard and be here alll day
1,@ataffyhale hehe the lakers did win! Don't know if you heard yet! It was a great game
1,@atalanta_j I'm sure it's awesome! But I know what you mean - they never turn out exactly like you plan! Okay - bed!
0,@atanc Say Hi to everyone. Ryan &amp; I are stopping by Stockton tomorrow when we get back from SD. Hope Auntie Ricky is doing better
0,@Ataraxis00 It WAS very sad
1,@atasteofjordie jordsta I talk to you everyday anyway
1,@atavistian Hmm just caught up with your bar! Not sure candle in middle of liquor is wise decision
0,@ATaylorTheReal yo yo yo i need a printer lol
1,"@atbandre nice wedding ring, shiny! "
0,@atcgv I didn't make it to the Leos
1,"@atchoo you go, my girl! that's the foremost reason why i love you re: me being me"
0,@ashleegaston I'm not silly. Ur silly!!!!! Whwere have u been
0,"@ashleejoyce no, not auction offerings. "
1,@ashleekeys09 will do!! lol. i LOVE funfetti too!! the sprinkles are my favorite sprinkles EVER!!!
1,@AshleeKim yes!! i'm so glad someone remembers it
1,@ashleeleahxox I hope you have lots of fun!!!
1,"@ashleemerriman ohhhhh how i love you, you twitface xxoxooxoxoxox"
0,@ashleenah_page chased that up today and none left in the country through us
1,@AshleeNino girl you're sooo lucky and i really wish you and him all the happiness in this world now and forever!!! cute couple!!!
0,@AshleeNino Hahaha. You never ask me.
0,@AshleeNino I so wished u would have been there! Miss u already Roomie
0,@ashleenoelle I'm sorrry I need to pack. Let me know if you like it!
0,@ashleeyhayden aren't you lucky eh? wouldve loved that you shoulda flown me over lol xxx
1,"@ashleeyx0 yay okay then ugh, i'm so not lookin foward to this dance."
1,@Ashleigh_IT (Re:CAG not working on WIN 7 RC) I've asked our techies as I know our CTO and CAG Developer are using WIN 7. Answer soon
1,"@ashleigh92 baby, you wont fail, youve already got a C and i will defo ring you at lunch i love you xxx"
0,"@ashleigh92 haha its awful :l my nose just dribbles everywehere, nice :l haha, i really missed you last night baby i love you xxx"
1,@ashleigh92 i know baby XD its gonna be good seein you again i love you xxx
1,"@ashleigh92 i will haha :') you should just go home ;o haha, i love you baba xxx"
1,"@ashleigh92 not talkin to me :'( haha, im only joking mmm eggy bread, want some baba ;o i love you xxx"
0,@ashleigh92 oh right how come you've gotta go there baby ? i love you xxx
1,"@ashleigh92 oh right haha, well i got that one good good baby ! not long till i see you ;o i love you xxx"
0,@ashleighdodgson and you didnt text me back
1,"@ashleighdodgson excuse me! i am not mean, im just not entirely nice "
0,@AshleighDoyle oh man whats up?
0,"@AshleighGerman LOL but did it go well? Thanks hun, feel worse today though hoping trip to town for unnecessary shopping will cure me..."
0,@AshleighINSANE I like Grease but i'm not too fond of the lyrics they use for their songs ;p and most of the songs are too high
0,@ashleighjoelle Exactly it will make it so much harder to wait
0,@AshleighLCB i know....shittt.....we have fitness......ghhhhhhhh......we are screwedddd...!!!
1,@ashleighm9 Thanks girl!
0,@ashleighmaegan I don't have a camera on my stone age computer....
1,@ashleighontrol Damn straight Download 2010 FTW
1,"@ashleighrenay *knocks on wood* :-D He he! You seemed fine last night....which reminds me, you should come over again! "
0,@ashleighs and I wasn't invited?
1,@AshleighUber ahh thank you
1,@ashleiL awww haha i know i am too :/ i'll be there bright &amp; early!
0,"@ashleiromero Yeah no beta for that device, It might not even get 5.0 "
0,@ashleit u probally have the flu
0,@ashleno @RylandWebb i really wanna go... but i needa save money for schoolies + formal
1,@Ames1103 Aww I know that thank god!!!! LOL
1,@Ames1103 somethin fuuuuuun
0,@Ames1103 Yes!! I have been trying to swap for it on MUA...no luck
0,@Ames1103; @KraseyBeauty Crap last minuet board meeting that I have to attend to even tho I requested day off. Sorry gals
0,"@ames23: We really wanna see Transformers 2, but I don't know if we'll be able 2. "
0,@Amesox We definitely did! And now I just miss England and the Jonas Brothers
1,@amethyst_wolf YAAAAAAY!! Are you excited yet?!
1,@Amethyst89 Lol and double lol @ your last 2 comments.....
1,"@amethystfirefly If that doesn't work, we'll upload the pic. We snagged it "
1,@amethystgurl07 AMAAZING GIRL! love it!
1,@amethystgurl07 Thanks girl for telling me about Niley! Iam not that well but it's life you know and what about you?
0,@AmethystIrene i don't think so.
0,@amethystirene; i agree
0,@ameygirl you have no idea how much I hate myself right now. assassins
0,@ameym21 aww did you have a good day at school at least?
0,@ameym21 awww damn 'him' lol. he doesn't appriciate you enough.
0,@ameym21 Is your dad taking you? ROFL IT'S LEE LIN CHIN (SBS news lady lawl)
1,@ameym21 Yep Zarlash asked and he said yes yay!
1,"@amf7 yes, this."
0,"@amf7 I really, really though about going out and picking up some beer, but I waited to long "
1,@amf7 It did!! Especially since it didn't rain
0,@amf7 my TV channels all disappeared my reception's gone funny. sad times. you in the US? UK? elsewhere?
1,@amf7 one of my really good friends used to be a bartender.
1,@AMG_Pinguin + het was baka day
0,@amgarcia72 Sorry you aren't going to Vegas. At least you have both TX shows to look forward to and think of how hot Vegas is in July!!!
1,@amgenove thanks. i try
0,@amhartnett I miss free well porn on TV Sometimes they would forget to scramble the porn stations too
1,@amhartnett That sounds like fun
1,@amhce4 so you guys are the ones that still go to logans after texas roadhouse opened
0,@Amiaah LMAO!!!!!! Therenis a reason B! I was going thru some ish..no one was thur to talk to mee...
0,@amiadrew .... I am NOT a crybaby
0,@AmiaDrew Its flat and droopy its starting to curl... I hope you have an emergency meeting tomorrow and its pouring rain :-P
1,"@Amiasiseem Mmmmmm... they are. One day when we finally hang out, I will make you some. "
1,@amicamia I have some Turkish friends since I was studying English in UK. I'd like to visit Turkey someday!
1,@amichellep Awesome! Our dads are very easy to shop for at least for Father's Day. Christmas usually another story...my dad definitely.
1,"@amichetti well yes, but it might make you a little less mad at north america "
0,@Amiclubwear got the free shipping now all i need is the other 15% off code to work. very sad
1,@amicollofello don't forget your yearbooks and your first born children.
1,"@AMIdesigns It's very hard but well, we spent quality time together. Someone told my mum her kids live so close but they hardly see them "
1,"@Atchoum1979 Good for you!! Then give in to temptation Lounging in the sun sounds good to me, too, but we're out and about now."
1,@atcrawford but do you think you can? (testing how cynical you are
1,@atcrawford I love me some Ruth's Chris.. I found their steak recipe online and make it at least a few times a month -- soooo yummy
1,"@atcrawford I think it's safe to say..you LOSE, hubby! "
1,@atebits #3 also?
0,@atebits 11:59PM PST... 8AM UTC... Tomorrow?!
1,@atebits cmd-d for &quot;discard tweet&quot; plz?
1,@atebits just bought my copy hopefully one of the first few to get it!
1,"@atebits so after obsessively using every Twitter iPhone app, Im back with tweetie Any word on an update?"
1,"@atebits take all the time you need. No pressure, but we'll be waiting "
1,@atebits waiting impatiently
1,"@atebits You get 'em, bro! "
1,@atebits: updated to latest version of @tweetie - app now crashes on launch. Fixed by reinstalling. I have details if you want them
0,@atebits_support I would use. I'm a systems dude. I like complicated. I hate waiting. Guess not for most.
0,"@atebits_support TweetShrink, identi.ca, and conversations in Twitterrific2 are so tempting me... "
0,"@ateezie I feel ya man. I'm still feeling like hell.....thought I would head out today, but ya. No bueno. "
0,@Atefeh_ I'm sad that community is so srs. I wanna flail over Krugman being snarky at bloggers and quoting great movies and making salad
1,"@ateh_abby You must be getting all the attention, then. "
